Document Title,Application Number,Document Type,Originating Body,Date,Conclusion
CASE OF BERISTAIN UKAR v. SPAIN - (Spanish Translation) by the Spanish Ministry of Justice,40351/05,HJUDSPA,Court (Third Section),08/03/2011,Violation de l'art. 3 (volet procédural);Non-violation de l'art. 3 (volet matériel)
CASE OF EUSKO ABERTZALE EKINTZA - ACCION NACIONALISTA VASCA (EAE-ANV) v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,51762/07;51882/07,HJUDSPA,Court (Third Section),07/12/2010,Preliminary objection joined to merits and dismissed (non-exhaustion of domestic remedies);No violation of P1-3;No violation of Art. 10;No violation of Art. 11;No violation of Art. 13
AFFAIRE EUSKO ABERTZALE EKINTZA - ACCION NACIONALISTA VASCA (EAE-ANV) c. ESPAGNE,51762/07;51882/07,HFJUD,Court (Third Section),07/12/2010,Exception préliminaire jointe au fond et rejetée (non-épuisement des voies de recours internes);Non-violation de P1-3;Non-violation de l'art. 10;Non-violation de l'art. 11;Non-violation de l'art. 13
CASE OF EUSKO ABERTZALE EKINTZA - ACCION NACIONALISTA VASCA (EAE-ANV) v. SPAIN,51762/07;51882/07,HEJUD,Court (Third Section),07/12/2010,Preliminary objection joined to merits and dismissed (non-exhaustion of domestic remedies);No violation of P1-3;No violation of Art. 10;No violation of Art. 11;No violation of Art. 13
AFFAIRE P.V. c. ESPAGNE,35159/09,HFJUD,Court (Third Section),30/11/2010,Non-violation de l'art. 14+8
CASE OF P.V. v. SPAIN,35159/09,HEJUD,Court (Third Section),30/11/2010,No violation of Art. 14+8
CASE OF P.V. v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,35159/09,HJUDSPA,Court (Third Section),30/11/2010,No violation of Art. 14+8
CASE OF P.V. v. SPAIN - [Armenian Translation] legal summary by Irina Arzumanyan and the COE Human Rights Trust Fund,35159/09,HJUDARM,Court (Third Section),30/11/2010,No violation of Art. 14+8
CASE OF GARCIA HERNANDEZ v. SPAIN,15256/07,HEJUD,Court (Third Section),16/11/2010,Remainder inadmissible;Violation of Art. 6-1
AFFAIRE GARCIA HERNANDEZ c. ESPAGNE,15256/07,HFJUD,Court (Third Section),16/11/2010,Partiellement irrecevable;Violation de l'art. 6-1
CASE OF GARCIA HERNANDEZ v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,15256/07,HJUDSPA,Court (Third Section),16/11/2010,Violation of Art. 6-1
AFFAIRE VAQUERO HERNANDEZ ET AUTRES c. ESPAGNE,1883/03;2723/03;4058/03,HFJUD,Court (Third Section),02/11/2010,Non-violation de l'art. 6-1;Non-violation de l'art. 6-2;Non-violation de l'art. 6-3
CASE OF VAQUERO HERNANDEZ AND OTHERS v. SPAIN,1883/03;2723/03;4058/03,HEJUD,Court (Third Section),02/11/2010,No violation of Art. 6-1;No violation of 6-2;No violation of 6-3
CASE OF VAQUERO HERNANDEZ AND OTHERS v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,1883/03;2723/03;4058/03,HJUDSPA,Court (Third Section),02/11/2010,Non-violation de l'art. 6-1;Non-violation de l'art. 6-2;Non-violation de l'art. 6-3
CASE OF VAQUERO HERNANDEZ AND OTHERS v. SPAIN - [Georgian Translation],1883/03;2723/03;4058/03,HJUDGEO,Court (Third Section),02/11/2010,No violation of Art. 6-1;No violation of 6-2;No violation of 6-3
AFFAIRE CARDONA SERRAT c. ESPAGNE,38715/06,HFJUD,Court (Third Section),26/10/2010,Violation de l'art. 6-1
CASE OF CARDONA SERRAT v. SPAIN,38715/06,HEJUD,Court (Third Section),26/10/2010,Violation of Art. 6-1
CASE OF CARDONA SERRAT v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,38715/06,HJUDSPA,Court (Third Section),26/10/2010,Violation de l'art. 6-1
CASE OF MANGOURAS v. SPAIN - [Romanian translation] legal summary by the IER (Institutului European din România),12050/04,HJUDRUM,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF SAN ARGIMIRO ISASA v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,2507/07,HJUDSPA,Court (Third Section),28/09/2010,Violation of Art. 3 (procedural aspect);No violation of Art. 3 (substantive aspect)
AFFAIRE SAN ARGIMIRO ISASA c. ESPAGNE,2507/07,HFJUD,Court (Third Section),28/09/2010,Violation de l'art. 3 (volet procédural);Non-violation de l'art. 3 (volet matériel)
CASE OF SAN ARGIMIRO ISASA v. SPAIN,2507/07,HEJUD,Court (Third Section),28/09/2010,Violation of Art. 3 (procedural aspect);No violation of Art. 3 (substantive aspect)
AFFAIRE MANGOURAS c. ESPAGNE,12050/04,HFJUD,Court (Grand Chamber),28/09/2010,Non-violation de l'art. 5-3
CASE OF MANGOURAS v. SPAIN,12050/04,HEJUD,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Armenian Translation] legal summary by the COE Human Rights Trust Fund,12050/04,HJUDARM,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Azerbaijani Translation] legal summary by the COE Human Rights Trust Fund,12050/04,HJUDAZE,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [German Translation] summary by the Austrian Institute for Human Rights (ÖIM),12050/04,HJUDGER,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,12050/04,HJUDSPA,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Russian Translation] legal summary by the COE/ECHR,12050/04,HJUDRUS,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Ukrainian Translation] legal summary by the COE Human Rights Trust Fund,12050/04,HJUDUKR,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Croatian Translation] legal summary by the COE Human Rights Trust Fund,12050/04,HJUDHRV,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Romanian Translation] legal summary by the COE Human Rights Trust Fund,12050/04,HJUDRUM,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Turkish Translation] legal summary by the COE Human Rights Trust Fund,12050/04,HJUDTUR,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Georgian Translation] legal summary by the COE Human Rights Trust Fund,12050/04,HJUDGEO,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Macedonian Translation] legal summary by the COE Human Rights Trust Fund,12050/04,HJUDMAC,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Ukrainian Translation] summary by the Lviv Laboratory of Human Rights,12050/04,HJUDUKR,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
CASE OF MANGOURAS v. SPAIN - [Icelandic Translation] summary by the Institute of Human Rights at the University of Iceland ,12050/04,HJUDICE,Court (Grand Chamber),28/09/2010,No violation of Art. 5-3
AFFAIRE MARCOS BARRIOS c. ESPAGNE,17122/07,HFJUD,Court (Third Section),21/09/2010,Violation de l'art. 6-1;Partiellement irrecevable;Dommage matériel - demande rejetée
CASE OF MARCOS BARRIOS v. SPAIN,17122/07,HEJUD,Court (Third Section),21/09/2010,Violation of Art. 6-1;Remainder inadmissible;Pecuniary damage - claim dismissed
CASE OF MARCOS BARRIOS v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,17122/07,HJUDSPA,Court (Third Section),21/09/2010,Violation de l'art. 6-1;Partiellement irrecevable;Dommage matériel - demande rejetée
AFFAIRE POLANCO TORRES ET MOVILLA POLANCO c. ESPAGNE,34147/06,HFJUD,Court (Third Section),21/09/2010,Partiellement irrecevable;Non-violation de l'art. 8
CASE OF POLANCO TORRES AND MOVILLA POLANCO v. SPAIN,34147/06,HEJUD,Court (Third Section),21/09/2010,Remainder inadmissible;No violation of Art. 8
CASE OF POLANCO TORRES AND MOVILLA POLANCO v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,34147/06,HJUDSPA,Court (Third Section),21/09/2010,Remainder inadmissible;No violation of Art. 8
CASE OF POLANCO TORRES AND MOVILLA POLANCO v. SPAIN - [German Translation] summary by the Austrian Institute for Human Rights (ÖIM),34147/06,HJUDGER,Court (Third Section),21/09/2010,Remainder inadmissible;No violation of Art. 8
AFFAIRE TENDAM c. ESPAGNE,25720/05,HFJUD,Court (Third Section),13/07/2010,Partiellement irrecevable;Violation de l'art. 6-2;Violation de P1-1;Satisfaction équitable réservée
CASE OF TENDAM v. SPAIN,25720/05,HEJUD,Court (Third Section),13/07/2010,Remainder inadmissible;Violation of Art. 6-2;Violation of P1-1;Just satisfaction reserved
CASE OF TENDAM v. SPAIN - [Turkish Translation],25720/05,HJUDTUR,Court (Third Section),13/07/2010,Remainder inadmissible;Violation of Art. 6-2;Violation of P1-1;Just satisfaction reserved
CASE OF TENDAM v. SPAIN - [German Translation] summary by the Austrian Institute for Human Rights (ÖIM),25720/05,HJUDGER,Court (Third Section),13/07/2010,Remainder inadmissible;Violation of Art. 6-2;Violation of P1-1;Just satisfaction reserved
AFFAIRE GUTIERREZ SUAREZ c. ESPAGNE,16023/07,HFJUD,Court (Third Section),01/06/2010,Partiellement irrecevable;Violation de l'art. 10
CASE OF GUTIERREZ SUAREZ v. SPAIN,16023/07,HEJUD,Court (Third Section),01/06/2010,Reminder inadmissible;Violation of Art. 10
CASE OF GUTIERREZ SUAREZ v. SPAIN - [Spanish Translation] summary by the Spanish Ministry of Justice,16023/07,HJUDSPA,Court (Third Section),01/06/2010,Reminder inadmissible;Violation of Art. 10
CASE OF GUTIERREZ SUAREZ v. SPAIN - [Icelandic Translation] summary by the Institute of Human Rights at the University of Iceland ,16023/07,HJUDICE,Court (Third Section),01/06/2010,Reminder inadmissible;Violation of Art. 10
AFFAIRE AIZPURUA ORTIZ ET AUTRES c. ESPAGNE,42430/05,HFJUD,Court (Third Section),02/02/2010,Radiation partielle du rôle;Partiellement irrecevable;Non-violation de P1-1
CASE OF AIZPURUA ORTIZ AND OTHERS v. SPAIN,42430/05,HEJUD,Court (Third Section),02/02/2010,Partly struck out of the list;Remainder inadmissible;No violation of P1-1
CASE OF AIZPURUA ORTIZ AND OTHERS v. SPAIN - [Icelandic Translation] summary by the Institute of Human Rights at the University of Iceland ,42430/05,HJUDICE,Court (Third Section),02/02/2010,Partly struck out of the list;Remainder inadmissible;No violation of P1-1
CASE OF VERA FERNANDEZ-HUIDOBRO v. SPAIN - [Romanian translation] legal summary by the IER (Institutului European din România) ,74181/01,HJUDRUM,Court (Third Section),06/01/2010,No violation of Art. 6-1;No violation of Art. 6-2
CASE OF VERA FERNANDEZ-HUIDOBRO v. SPAIN - [Russian Translation] legal summary by the COE/ECHR,74181/01,HJUDRUS,Court (Third Section),06/01/2010,No violation of Art. 6-1;No violation of Art. 6-2
AFFAIRE VERA FERNANDEZ-HUIDOBRO c. ESPAGNE,74181/01,HFJUD,Court (Third Section),06/01/2010,Non-violation de l'art. 6-1;Non-violation de l'art. 6-2
CASE OF VERA FERNANDEZ-HUIDOBRO v. SPAIN,74181/01,HEJUD,Court (Third Section),06/01/2010,No violation of Art. 6-1;No violation of Art. 6-2
CASE OF VERA FERNANDEZ-HUIDOBRO v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,74181/01,HJUDSPA,Court (Third Section),06/01/2010,No violation of Art. 6-1;No violation of Art. 6-2
CASE OF VERA FERNANDEZ-HUIDOBRO v. SPAIN - [Azerbaijani Translation] summary by EU/COE ‘Programmatic Cooperation Framework’ (PCF),74181/01,HJUDAZE,Court (Third Section),06/01/2010,No violation of Art. 6-1;No violation of Art. 6-2
CASE OF VERA FERNANDEZ-HUIDOBRO v. SPAIN - [Ukrainian Translation] legal summary by the CoE Project "Continued support to the criminal justice reform in Ukraine",74181/01,HJUDUKR,Court (Third Section),06/01/2010,No violation of Art. 6-1;No violation of Art. 6-2
AFFAIRE TAPIA GASCA ET D. c. ESPAGNE,20272/06,HFJUD,Court (Third Section),22/12/2009,Non-violation de l'art. 8
CASE OF TAPIA GASCA AND D. v. SPAIN,20272/06,HEJUD,Court (Third Section),22/12/2009,No violation of Art. 8
AFFAIRE GURGUCHIANI c. ESPAGNE,16012/06,HFJUD,Court (Third Section),15/12/2009,Violation de l'art. 7;Préjudice moral - réparation
AFFAIRE LLAVADOR CARRETERO c. ESPAGNE,21937/06,HFJUD,Court (Third Section),15/12/2009,Violation de l'article 6 - Droit à un procès équitable
CASE OF LLAVADOR CARRETERO v. SPAIN,21937/06,HEJUD,Court (Third Section),15/12/2009,Violation of Article 6 - Right to a fair trial
CASE OF GURGUCHIANI v. SPAIN,16012/06,HEJUD,Court (Third Section),15/12/2009,Violation of Art. 7;Non-pecuniary damage - award
CASE OF GURGUCHIANI v. SPAIN - [Russian Translation] legal summary by the COE/ECHR,16012/06,HJUDRUS,Court (Third Section),15/12/2009,Violation of Art. 7;Non-pecuniary damage - award
AFFAIRE AGUILERA JIMÉNEZ ET AUTRES c. ESPAGNE,28389/06;28955/06;28957/06;28959/06;28961/06;28964/06,HFJUD,Court (Third Section),08/12/2009,Partiellement irrecevable;Non-violation de l'article 10 - Liberté d'expression-{Générale} (Article 10-1 - Liberté d'expression)
CASE OF AGUILERA JIMÉNEZ AND OTHERS v. SPAIN,28389/06;28955/06;28957/06;28959/06;28961/06;28964/06,HEJUD,Court (Third Section),08/12/2009,Remainder inadmissible;No violation of Article 10 - Freedom of expression -{General} (Article 10-1 - Freedom of expression)
AFFAIRE MUÑOZ DÍAZ c. ESPAGNE,49151/07,HFJUD,Court (Third Section),08/12/2009,Partiellement irrecevable;Violation de l'art. 14+P1-1;Dommage matériel et préjudice moral - réparation
CASE OF MUÑOZ DÍAZ v. SPAIN,49151/07,HEJUD,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Bosnian Translation] legal summary by the COE Human Rights Trust Fund,49151/07,HJUDBOS,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Ukrainian Translation] legal summary by the COE Human Rights Trust Fund,49151/07,HJUDUKR,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Armenian Translation] legal summary by the COE Human Rights Trust Fund,49151/07,HJUDARM,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Romanian Translation] legal summary by the COE Human Rights Trust Fund,49151/07,HJUDRUM,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Turkish Translation] legal summary by the COE Human Rights Trust Fund,49151/07,HJUDTUR,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Russian Translation] legal summary by the COE/ECHR,49151/07,HJUDRUS,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN – [Georgian Translation] summary by the COE Human Rights Trust Fund,49151/07,HJUDGEO,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Macedonian Translation] legal summary by the COE Human Rights Trust Fund,49151/07,HJUDMAC,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN – [Polish Translation] by the Polish Supreme Administrative Court,49151/07,HJUDPOL,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Azerbaijani Translation] summary by the COE Human Rights Trust Fund,49151/07,HJUDAZE,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
CASE OF MUÑOZ DÍAZ v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,49151/07,HJUDSPA,Court (Third Section),08/12/2009,Remainder inadmissible;Violation of Art. 14+P1-1;Pecuniary and non-pecuniary damage - award
AFFAIRE JUEZ ALBIZU c. ESPAGNE,25242/06,HFJUD,Court (Third Section),10/11/2009,Violation de l'art. 6-1;Dommage matériel - demande rejetée;Préjudice moral - constat de violation suffisant
CASE OF JUEZ ALBIZU v. SPAIN,25242/06,HEJUD,Court (Third Section),10/11/2009,Violation of Art. 6-1;Pecuniary damage - claim dismissed;Non-pecuniary damage - finding of violation sufficient
AFFAIRE FERRE GISBERT c. ESPAGNE,39590/05,HFJUD,Court (Third Section),13/10/2009,Exception préliminaire jointe au fond et rejetée (non-épuisement des voies de recours internes);Partiellement irrecevable;Violation de l'art. 6-1;Préjudice moral - réparation;Dommage matériel - demande rejetée
CASE OF FERRE GISBERT v. SPAIN,39590/05,HEJUD,Court (Third Section),13/10/2009,Preliminary objection joined to merits and dismissed (non-exhaustion of domestic remedies);Remainder inadmissible;Violation of Art. 6-1;Non-pecuniary damage - award;Pecuniary damage - claim dismissed
CASE OF C.C. v. SPAIN - [Russian Translation] legal summary by the COE/ECHR,1425/06,HJUDRUS,Court (Third Section),06/10/2009,Violation of Art. 8;Non-pecuniary damage - award
CASE OF C.C. v. SPAIN - [Armenian Translation],1425/06,HJUDARM,Court (Third Section),06/10/2009,Violation of Art. 8;Non-pecuniary damage - award
AFFAIRE C.C. c. ESPAGNE,1425/06,HFJUD,Court (Third Section),06/10/2009,Violation de l'art. 8;Préjudice moral - réparation
CASE OF C.C. v. SPAIN,1425/06,HEJUD,Court (Third Section),06/10/2009,Violation of Art. 8;Non-pecuniary damage - award
CASE OF C.C. v. SPAIN - [Armenian Translation] by the RA Association of Judges,1425/06,HJUDARM,Court (Third Section),06/10/2009,Violation of Art. 8;Non-pecuniary damage - award
CASE OF C.C. v. SPAIN - [Spanish Translation] summary by the Spanish Ministry of Justice,1425/06,HJUDSPA,Court (Third Section),06/10/2009,Violation of Art. 8;Non-pecuniary damage - award
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,25803/04;25817/04,HJUDRUS,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF ETXEBERRIA BARRENA ARZA NAFARROAKO AUTODETERMINAZIO BILGUNEA AND AIARAKO AND OTHERS v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,35579/03;35613/03;35626/03;35634/03,HJUDRUS,Court (Fifth Section),30/06/2009,No violation of P1-3;No violation of Art. 10;No violation of Art. 13
CASE OF HERRITARREN ZERRENDA v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,43518/04,HJUDRUS,Court (Fifth Section),30/06/2009,No violation of P1-3;No violation of Art. 13
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN,25803/04;25817/04,HEJUD,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF ETXEBERRIA BARRENA ARZA NAFARROAKO AUTODETERMINAZIO BILGUNEA AND AIARAKO AND OTHERS v. SPAIN,35579/03;35613/03;35626/03;35634/03,HEJUD,Court (Fifth Section),30/06/2009,No violation of P1-3;No violation of Art. 10;No violation of Art. 13
CASE OF HERRITARREN ZERRENDA v. SPAIN,43518/04,HEJUD,Court (Fifth Section),30/06/2009,No violation of P1-3;No violation of Art. 13
AFFAIRE HERRI BATASUNA ET BATASUNA c. ESPAGNE,25803/04;25817/04,HFJUD,Court (Fifth Section),30/06/2009,Non-violation de l'art. 11
AFFAIRE ETXEBERRIA BARRENA ARZA NAFARROAKO AUTODETERMINAZIO BILGUNEA ET AIARAKO ET AUTRES c. ESPAGNE,35579/03;35613/03;35626/03;35634/03,HFJUD,Court (Fifth Section),30/06/2009,Non-violation de P1-3;Non-violation de l'art. 10;Non-violation de l'art. 13
AFFAIRE HERRITARREN ZERRENDA c. ESPAGNE,43518/04,HFJUD,Court (Fifth Section),30/06/2009,Non-violation de P1-3;Non-violation de l'art. 13
CASE OF ETXEBERRIA BARRENA ARZA NAFARROAKO AUTODETERMINAZIO BILGUNEA AND AIARAKO AND OTHERS v. SPAIN - [Italian Translation] by UFTDU (Unione forense per la tutela dei diritti umani),35579/03;35613/03;35626/03;35634/03,HJUDITA,Court (Fifth Section),30/06/2009,No violation of P1-3;No violation of Art. 10;No violation of Art. 13
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Russian Translation] legal summary by the COE/ECHR,25803/04;25817/04,HJUDRUS,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Ukrainian Translation] legal summary by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDUKR,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Bosnian Translation] legal summary by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDBOS,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Armenian Translation] legal summary by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDARM,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Turkish Translation] legal summary by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDTUR,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Romanian Translation] legal  summary by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDRUM,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Turkish Translation] by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDTUR,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN – [Georgian Translation] legal summary by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDGEO,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Macedonian Translation] legal summary by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDMAC,Court (Fifth Section),30/06/2009,No violation of Art. 11
CASE OF HERRI BATASUNA AND BATASUNA v. SPAIN - [Azerbaijani Translation] summary by the COE Human Rights Trust Fund,25803/04;25817/04,HJUDAZE,Court (Fifth Section),30/06/2009,No violation of Art. 11
AFFAIRE BENDAYAN AZCANTOT ET BENALAL BENDAYAN c. ESPAGNE,28142/04,HFJUD,Court (Third Section),09/06/2009,Violation de l'article 6 - Droit à un procès équitable
CASE OF BENDAYAN AZCANTOT AND BENALAL BENDAYAN v. SPAIN,28142/04,HEJUD,Court (Third Section),09/06/2009,Violation of Article 6 - Right to a fair trial
CASE OF BENDAYAN AZCANTOT AND BENALAL BENDAYAN v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,28142/04,HJUDSPA,Court (Third Section),09/06/2009,Violation of Article 6 - Right to a fair trial
AFFAIRE MORENO CARMONA c. ESPAGNE,26178/04,HFJUD,Court (Third Section),09/06/2009,Violation de l'article 6 - Droit à un procès équitable
CASE OF MORENO CARMONA v. SPAIN,26178/04,HEJUD,Court (Third Section),09/06/2009,Violation of Article 6 - Right to a fair trial
CASE OF MORENO CARMONA v. SPAIN - [Spanish Translation] by the Spanish Ministry of Justice,26178/04,HJUDSPA,Court (Third Section),09/06/2009,Violation of Article 6 - Right to a fair trial
CASE OF IGUAL COLL v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,37496/04,HJUDRUS,Court (Third Section),10/03/2009,Remainder inadmissible;Violation of Art. 6-1;Pecuniary and non-pecuniary damage - award
AFFAIRE IGUAL COLL c. ESPAGNE,37496/04,HFJUD,Court (Third Section),10/03/2009,Partiellement irrecevable;Violation de l'art. 6-1;Dommage matériel et préjudice moral - réparation
CASE OF IGUAL COLL v. SPAIN,37496/04,HEJUD,Court (Third Section),10/03/2009,Remainder inadmissible;Violation of Art. 6-1;Pecuniary and non-pecuniary damage - award
CASE OF IRIBARREN PINILLOS v. SPAIN - [Armenian Translation],36777/03,HJUDARM,Court (Third Section),08/01/2009,Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (procedural aspect);Violation of Art. 6-1;Pecuriary and non-pecuniary damage - award
CASE OF IRIBARREN PINILLOS v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,36777/03,HJUDRUS,Court (Third Section),08/01/2009,Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (procedural aspect);Violation of Art. 6-1;Pecuriary and non-pecuniary damage - award
CASE OF MANGOURAS v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,12050/04,HJUDRUS,Court (Third Section),08/01/2009,No violation of Art. 5-3
AFFAIRE GOLF DE EXTREMADURA S.A c. ESPAGNE,1518/04,HFJUD,Court (Third Section),08/01/2009,Violation de l'article 6 - Droit à un procès équitable
CASE OF GOLF DE EXTREMADURA S.A v. SPAIN,1518/04,HEJUD,Court (Third Section),08/01/2009,Violation of Article 6 - Right to a fair trial
AFFAIRE MANGOURAS c. ESPAGNE,12050/04,HFJUD,Court (Third Section),08/01/2009,Non-violation de l'art. 5-3
CASE OF MANGOURAS v. SPAIN,12050/04,HEJUD,Court (Third Section),08/01/2009,No violation of Art. 5-3
AFFAIRE IRIBARREN PINILLOS c. ESPAGNE,36777/03,HFJUD,Court (Third Section),08/01/2009,Exception préliminaire rejetée (non-épuisement des voies de recours internes);Violation de l'art. 3 (volet procédural);Violation de l'art. 6-1;Dommage matériel et préjudice moral - réparation
CASE OF IRIBARREN PINILLOS v. SPAIN,36777/03,HEJUD,Court (Third Section),08/01/2009,Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (procedural aspect);Violation of Art. 6-1;Pecuriary and non-pecuniary damage - award
CASE OF MANGOURAS v. SPAIN - [Italian Translation] by UFTDU (Unione forense per la tutela dei diritti umani),12050/04,HJUDITA,Court (Third Section),08/01/2009,No violation of Art. 5-3
CASE OF IRIBARREN PINILLOS v. SPAIN - [Armenian Translation] by the RA Association of Judges,36777/03,HJUDARM,Court (Third Section),08/01/2009,Preliminary objection dismissed (non-exhaustion of domestic remedies);Violation of Art. 3 (procedural aspect);Violation of Art. 6-1;Pecuriary and non-pecuniary damage - award
CASE OF BAZO GONZALEZ v. SPAIN – [Russian translation] summary by Development of Legal Systems Publ. Co ,30643/04,HJUDRUS,Court (Third Section),16/12/2008,Remainder inadmissible;No violation of Art. 6-1
AFFAIRE BAZO GONZALEZ c. ESPAGNE,30643/04,HFJUD,Court (Third Section),16/12/2008,Partiellement irrecevable;Non-violation de l'art. 6-1
CASE OF BAZO GONZALEZ v. SPAIN,30643/04,HEJUD,Court (Third Section),16/12/2008,Remainder inadmissible;No violation of Art. 6-1
